0.000000000000000000e+00 9.237630655984707673e-01 7.042486423458615974e-02
1.000000000000000000e+00 1.847418558069153338e+00 1.409408879340095788e-01
2.000000000000000000e+00 2.770966257631136909e+00 2.115482341297613700e-01
3.000000000000000000e+00 3.694405943967015382e+00 2.822470661655341329e-01
4.000000000000000000e+00 4.617737396221317958e+00 3.530375476977969940e-01
5.000000000000000000e+00 5.540960392998933060e+00 4.239198426963721733e-01
6.000000000000000000e+00 6.464074712363523822e+00 4.948941154450113844e-01
7.000000000000000000e+00 7.387080131835943142e+00 5.659605305419739274e-01
8.000000000000000000e+00 8.309976428392639392e+00 6.371192529006050043e-01
9.000000000000000000e+00 9.232763378464055037e+00 7.083704477499146446e-01
1.000000000000000000e+01 1.015544075793302703e+01 7.797142806351574640e-01
1.100000000000000000e+01 1.107800834213316854e+01 8.511509174184134219e-01
1.200000000000000000e+01 1.200046590584725870e+01 9.226805242791684680e-01
1.300000000000000000e+01 1.292281322330561721e+01 9.943032677148975207e-01
1.400000000000000000e+01 1.384505006818447370e+01 1.066019314541646112e+00
1.500000000000000000e+01 1.476717621360433697e+01 1.137828831894613923e+00
1.600000000000000000e+01 1.568919143212835543e+01 1.209731987228739536e+00
1.700000000000000000e+01 1.661109549576066513e+01 1.281728948319284411e+00
1.800000000000000000e+01 1.753288817594474125e+01 1.353819883262418644e+00
1.900000000000000000e+01 1.845456924356173900e+01 1.426004960475807160e+00
2.000000000000000000e+01 1.937613846892883274e+01 1.498284348699196578e+00
2.100000000000000000e+01 2.029759562179753729e+01 1.570658216995002965e+00
2.200000000000000000e+01 2.121894047135203465e+01 1.643126734748899587e+00
2.300000000000000000e+01 2.214017278620750062e+01 1.715690071670406658e+00
2.400000000000000000e+01 2.306129233440839599e+01 1.788348397793479760e+00
2.500000000000000000e+01 2.398229888342678962e+01 1.861101883477101593e+00
2.600000000000000000e+01 2.490319220016064961e+01 1.933950699405872165e+00
2.700000000000000000e+01 2.582397205093213444e+01 2.006895016590600545e+00
2.800000000000000000e+01 2.674463820148587700e+01 2.079935006368897277e+00
2.900000000000000000e+01 2.766519041698726866e+01 2.153070840405767239e+00
3.000000000000000000e+01 2.858562846202073615e+01 2.226302690694204500e+00
3.100000000000000000e+01 2.950595210058799367e+01 2.299630729555785180e+00
3.200000000000000000e+01 3.042616109610631980e+01 2.373055129641263417e+00
3.300000000000000000e+01 3.134625521140680249e+01 2.446576063931166889e+00
3.400000000000000000e+01 3.226623420873259107e+01 2.520193705736392786e+00
3.500000000000000000e+01 3.318609784973713062e+01 2.593908228698806440e+00
3.600000000000000000e+01 3.410584589548239620e+01 2.667719806791836845e+00
3.700000000000000000e+01 3.502547810643713433e+01 2.741628614321077073e+00
3.800000000000000000e+01 3.594499424247506170e+01 2.815634825924882012e+00
3.900000000000000000e+01 3.686439406287311016e+01 2.889738616574968333e+00
4.000000000000000000e+01 3.778367732630960063e+01 2.963940161577014898e+00
4.100000000000000000e+01 3.870284379086246673e+01 3.038239636571264057e+00
4.200000000000000000e+01 3.962189321400745001e+01 3.112637217533123835e+00
4.300000000000000000e+01 4.054082535261626674e+01 3.187133080773767890e+00
4.400000000000000000e+01 4.145963996295481024e+01 3.261727402940741261e+00
4.500000000000000000e+01 4.237833680068131770e+01 3.336420361018562097e+00
4.600000000000000000e+01 4.329691562084454404e+01 3.411212132329326518e+00
4.700000000000000000e+01 4.421537617788190033e+01 3.486102894533313457e+00
4.800000000000000000e+01 4.513371822561762770e+01 3.561092825629589509e+00
4.900000000000000000e+01 4.605194151726094987e+01 3.636182103956616452e+00
5.000000000000000000e+01 4.697004580540418317e+01 3.711370908192856088e+00
5.100000000000000000e+01 4.788803084202089622e+01 3.786659417357378210e+00
5.200000000000000000e+01 4.880589637846403406e+01 3.862047810810469439e+00
5.300000000000000000e+01 4.972364216546400684e+01 3.937536268254241190e+00
5.400000000000000000e+01 5.064126795312684237e+01 4.013124969733238068e+00
5.500000000000000000e+01 5.155877349093226059e+01 4.088814095635047607e+00
5.600000000000000000e+01 5.247615852773177636e+01 4.164603826690912669e+00
5.700000000000000000e+01 5.339342281174680238e+01 4.240494343976339842e+00
5.800000000000000000e+01 5.431056609056671647e+01 4.316485828911712730e+00
5.900000000000000000e+01 5.522758811114693600e+01 4.392578463262903021e+00
6.000000000000000000e+01 5.614448861980699945e+01 4.468772429141883329e+00
6.100000000000000000e+01 5.706126736222861240e+01 4.545067909007340923e+00
6.200000000000000000e+01 5.797792408345371484e+01 4.621465085665291461e+00
6.300000000000000000e+01 5.889445852788250590e+01 4.697964142269692722e+00
6.400000000000000000e+01 5.981087043927149693e+01 4.774565262323060999e+00
6.500000000000000000e+01 6.072715956073154331e+01 4.851268629677086608e+00
6.600000000000000000e+01 6.164332563472585491e+01 4.928074428533247620e+00
6.700000000000000000e+01 6.255936840306802793e+01 5.004982843443428919e+00
6.800000000000000000e+01 6.347528760692003402e+01 5.081994059310539491e+00
6.900000000000000000e+01 6.439108298679023790e+01 5.159108261389129702e+00
7.000000000000000000e+01 6.530675428253138648e+01 5.236325635286008584e+00
