0.000000000000000000e+00 9.990762369344015497e+02 7.042486423458615974e-02
5.000000000000000000e+01 9.530299541945958026e+02 3.711370908192856088e+00
1.000000000000000000e+02 9.072821236952830759e+02 7.601756944857410936e+00
1.500000000000000000e+02 8.618658836376276895e+02 1.176509620255270683e+01
2.000000000000000000e+02 8.168189221866612115e+02 1.622722983040799249e+01
2.500000000000000000e+02 7.721842750483396003e+02 2.101652608244990361e+01
3.000000000000000000e+02 7.280113128014024824e+02 2.616407857928464509e+01
3.500000000000000000e+02 6.843569811881541227e+02 3.170389303531396052e+01
4.000000000000000000e+02 6.412873861622206277e+02 3.767304485013796977e+01
4.500000000000000000e+02 5.988798608506276651e+02 4.411177814410001474e+01
5.000000000000000000e+02 5.572257261002438327e+02 5.106349610093511870e+01
5.500000000000000000e+02 5.164340837389082708e+02 5.857455455997610727e+01
6.000000000000000000e+02 4.766372103365688417e+02 6.669369770016247401e+01
6.500000000000000000e+02 4.379985534338962907e+02 7.547082467379539139e+01
7.000000000000000000e+02 4.007252157960060686e+02 8.495444396217156680e+01
7.500000000000000000e+02 3.650887740644564019e+02 9.518636347687393595e+01
8.000000000000000000e+02 3.314631447388875358e+02 1.061899365456360158e+02
8.500000000000000000e+02 3.004022657847904156e+02 1.179409265755369773e+02
9.000000000000000000e+02 2.728309930415825875e+02 1.302797938334620937e+02
9.500000000000000000e+02 2.506861028689130535e+02 1.425319091554581519e+02
